Role,Industry,Skills,Specialisation,Job Function
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Customer Service Manager/ Head, Data Entry/ DTP/ Data Conversion - Operator",CRM/CallCentres/BPO/ITES/Med.Trans,"bpo , Customer , kpo , Call Center , Customer Care , business analyst , business associate , Medical Rep , fresher , computer operator , data entry","Any Process - Both BPO Type,ITES Operations,Non-Voice Process - Domestic BPO Type,Voice Process - Domestic BPO Type",Operations/Customer Service/Telecalling/Backend
"Quality Engineer - Electrical, Site/ Field Engineer - Electrical, Project Manager/ Chief Engineer - Electrical, Technician/ Foreman - Electrical",Manufacturing/Industrial,"Electronic , Electrical , Power , electronics ,   installation ,   switchgear ,  , Configuration , Installation , Troubleshooting",Electrical/Electronic,Engg. project Mgmt./site Engg./Civil Engg.
Design Engineer - Civil/ Structural,Engineering/Projects,junior engineer,Design,Engg. project Mgmt./site Engg./Civil Engg.
Administration Clerk,"Consulting Services,  Internet/Dot com/ISP",Get Offline Work to Opportunity to make good Amount,Administration,Administration
Administration Clerk,Consulting Services,Get Offline Work to Opportunity to make good Amount,Administration,Administration
Administration Clerk,"Consulting Services,  Internet/Dot com/ISP",A drive to make additional income in your Spare Time.,Administration,Administration
Administration Clerk,"Consulting Services,  Internet/Dot com/ISP",People interested to work from home can work part-time.,Administration,Administration
Administration Clerk,Consulting Services,A drive to make additional income in your Spare Time.,Administration,Administration
Administration Clerk,"Consulting Services,  Internet/Dot com/ISP",Part Time Offline Home Based Jobs in India.,Administration,Administration
Administration Clerk,Consulting Services,Part Time Offline Home Based Jobs in India.,Administration,Administration
Administration Clerk,Consulting Services,Laptop or computer basic needs to work from home as a part timer,Administration,Administration
Administration Clerk,"Consulting Services,  Internet/Dot com/ISP",Laptop or computer basic needs to work from home as a part timer,Administration,Administration
"Intern, Fresher",IT-Software,"data science , freshers , gujarat","Internet/E-commerce,Mobile,data science",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"python , web development , freshers","Internet/E-commerce,Mobile,python",IT Software : Software Products & Services
"Database Architect/ Designer, Intern",IT-Software,"data science , freshers","Training,data science",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"data analyst , freshers","Application Programming,Internet/E-commerce,data analyst",IT Software : Software Products & Services
"Intern, Fresher",IT-Software,"skill , intern , python","Application Programming,Internet/E-commerce,python",IT Software : Software Products & Services
Customer Care Executive/ Associate - Non Voice/ Web,Consulting Services,"Front Desk , customer service executive , business development officer",Non Voice Process - Both BPO Type,Operations/Customer Service/Telecalling/Backend
"Telecalling/ Telemarketing/ Telesales - Executive, Telecalling/ Telemarketing/ Telesales - Team Lead/ Manager",Financial Services/Stockbroking,"Microsoft Office Word , Ms Excel , Communication , Sales , sales executive","Telemarketing,Telesales","Operations/Customer Service/Telecalling/Backend,Sales/Business Development"
"Sales Executive/ Officer, Sales Executive/ Officer, Sales/ Business Development Manager, Client Relationship Manager",Warehousing,B2B,"Channel Sales,Sales/Business Development","Sales/Business Development,Top Management"
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Service Manager/ Head, Telecalling/ Telemarketing/ Telesales - Executive, Telecalling/ Telemarketing/ Telesales - Team Lead/ Manager",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , cce , bpo , Customer , Executive , kpo , Technical Support , technical support engineer","Any Process - Domestic BPO Type,Any Process - International BPO Type,Blended Process - Domestic BPO Type,Blended Process - International BPO Type",Operations/Customer Service/Telecalling/Backend
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive, Telecalling/ Telemarketing/ Telesales - Team Lead/ Manager",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , cce , kpo , Technical Support , technical support executive , executive , bpo , Customer","Any Process - Domestic BPO Type,Any Process - International BPO Type,Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type",Operations/Customer Service/Telecalling/Backend
"Database Administrator (DBA), Software Developer/ Programmer, System Integrator, System Security Engineer",Engineering/Projects,Knowledge in ERP Software  System,Software Engineer,IT Software : Software Products & Services
Customer Care Executive/ Associate - Voice,CRM/CallCentres/BPO/ITES/Med.Trans,"International Voice Process ,","Any Process - Both BPO Type,Any Process - International BPO Type,Blended Process - International BPO Type",Operations/Customer Service/Telecalling/Backend
Branch Manager/ Head,Banking,"life insurance , Banking",Relationship Mgmt,Banks/Insurance/Financial Services
"Customer Care Executive/ Associate - Voice, Technical Support Associate (Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"Communication , Technical Knowledge","Blended Process - Domestic BPO Type,Technical Process",Operations/Customer Service/Telecalling/Backend
"Accountant/ Accounts Executive, Accounting/ Auditing Clerk, Accounts Assistant/ Book Keeper, Other Accounting/ Audit","IT-Software,  Software Services","Tally , Microsoft Office Excel , Microsoft Excel , accounts , Banking Process , Human Resources Development , office management","Bookkeeping,Taxation",Accounting/Tax/Company Secretary/Audit
"Reservation/ Ticketing Officer, Airline Reservation Agent, Aviation Engineer, Ground Staff/ Ground Attendant","Hotel/Travel/Tourism/Airlines/Hospitality,  Marine/Aviation/Military/Mining/Shipping","Opening for Any Under Grad / Graduated holders  ( Experience & Freshers )  ,  ( 10+2 )   ( 7835880427 )","Air Hostess,Cabin Crew,Ground Staff,Ticketing",Ticketing/Reservation/Travel Agent/Airlines
Customer Care Executive/ Associate - Voice,CRM/CallCentres/BPO/ITES/Med.Trans,Good in hindi,Voice Process - International BPO Type,Operations/Customer Service/Telecalling/Backend
"Database Administrator (DBA), Software Developer/ Programmer, Application Designer, Business Analyst",IT-Software,"Fresher , software engineer , junior software engineer , software developer , senior software engineer","Application Programming,Business/Systems Analysis,Client Server,Database Administration (DBA)",IT Software : Software Products & Services
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Telecalling/ Telemarketing/ Telesales - Executive, Technical Support Associate (Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"Call Center , Bpo , Ms-office , kpo , Customer Care , process executive , back office , technical support executive , desktop support engineer , system engineer , Voice Based","Any Process - Both BPO Type,ITES Operations,Technical Process,Voice Process - Domestic BPO Type",Operations/Customer Service/Telecalling/Backend
"Industrial Engineer, Quality Assurance/ Control - Manager, Service/ Maintenance Engineer/ Manager, Fresher",Engineering/Projects,"mechanical , Industrial , Manufacturing , Civil , Software Testing , electrical , Engineering , be , btech , diploma , fresher , software engineer , IT Application Programming","Design Engineering,Engineering,Product Development,QA/QC",Production/Manufacturing/Maintenance/Packaging
"Hardware Design Engineer, RF Planning Engineer, System Administrator, System Security Engineer",IT-Hardware/Networking,"Hardware Networking Engineer , Networking , Troubleshooting , Servers , Backups , Desktops , Laptops , Printers , Dns , Lan , technical support , Desktop Troubleshooting , Bts , rf","Embedded Technology,Hardware Design,Network Planning,RF Engineering",IT Hardware : Hardware Products & Services
System Administrator,IT-Software,"Group policy , LAN , WAN , IP Configuration , Software Installation , Trouble Shooting , IT Support , DNS , Printers , Ticketing Tools",Desktop Support,IT Software : Software Products & Services
Pulmonologist/ Pneumologist,Healthcare,"MD / DNB , DM",Critical Care,Doctors/Nurses/Medical Professional
Other Quality,CRM/CallCentres/BPO/ITES/Med.Trans,Good in communication,Voice Process - International BPO Type,Operations/Customer Service/Telecalling/Backend
HR Executive/ Officer,Recruitment/Placement Agencies,excellent communication,Recruitment,HR/PM/IR/Training
"Sales Executive/ Officer, Management Trainee/ Trainee, Telecalling/ Telemarketing/ Telesales - Team Lead/ Manager, Fresher","Advertising/PR/Event Management,  Biotechnology/Pharmaceutical/Medicine","be , Btech , ba , bsc , bcom , engineer , software engineer , bhm , marketing , sales , nurse , freshers , housewives , students , mSC , graduate , Computer operator , Home based work , Part time","Healthcare Sales,IT/Telecommunications,Medical/Pharmaceutical,Front Office","Sales/Business Development,Front Office Staff/Secretarial/Computer Operator"
"Technician/ Foreman - Instrumentation/ Electronic Controls, Customer Support Engineer, Sales Executive/ Officer, Fresher","Advertising/PR/Event Management,  Engineering/Projects","be , Btech , ba , bsc , bcom , engineer , software engineer , network engineer , bhm , marketing , sales , nurse , receptionist , freshers , housewives , students , bachelor , mSC , phd , graduate","Electrical/Electronic,Telecom,Advertising/Media/Arts,Real Estate Sales","Engg. project Mgmt./site Engg./Civil Engg.,Sales/Business Development"
"Market Research - Field Executive, Management Trainee/ Trainee","Advertising/PR/Event Management,  Internet/Dot com/ISP","be , Btech , ba , bsc , bcom , engineer , software engineer , network engineer , bhm , marketing , sales , nurse , receptionist , freshers , housewives , students , bachelor , mSC , phd , graduate","Direct marketing,Direct/Commission Sales,Retail Sales,Telesales","Advertising/PR/Events,Sales/Business Development"
Nurse,"Biotechnology/Pharmaceutical/Medicine,  Healthcare","staff nurse , gnm , nurse , nurse hospital",Pharmacy,Doctors/Nurses/Medical Professional
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Technical Support - Manager (Voice), Technical Support - Manager (Non Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , cce , bpo , Customer , Executive , kpo , Technical Support , technical support executive","Any Process - Domestic BPO Type,Any Process - International BPO Type,Non Voice Process - Both BPO Type,Non-Voice Process - Domestic BPO Type",Operations/Customer Service/Telecalling/Backend
"Customer Care Executive/ Associate - Non Voice/ Web, Customer Care Executive/ Associate - Voice, Technical Support - Asst. Team Lead/ Mentor (Voice), Technical Support - Asst. Team Lead/ Mentor (Non Voice)",CRM/CallCentres/BPO/ITES/Med.Trans,"call center , Customer Service , customer service executive , customer care executive , cce , bpo , Customer , Executive , kpo , Technical Support , technical support executive","Any Process - Both BPO Type,Any Process - Domestic BPO Type,Voice Process - Both BPO Type,Voice Process - Domestic BPO Type",Operations/Customer Service/Telecalling/Backend
